,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
514,32942,Music For Cars,170313,DJ Gibs,2024-01-02,1:29:56 PM,John Prine,Fish and Whistle,Sweet Revenge,0,0,Rock,Rhino/Elektra,603497981069,0,0,0.724,0.369,0.369,-15.259,1.0,0.0422,0.345,0.0,0.0592,0.86,82.941,194707.0
515,32943,Music For Cars,170313,DJ Gibs,2024-01-02,1:33:15 PM,Veronica Swift,In the Moonlight,Veronica Swift,0,0,Jazz,ORCHARD - Mack Avenue Records,673203120266,0,0,,,,,,,,,,,,
516,32944,Music For Cars,170313,DJ Gibs,2024-01-02,1:38:30 PM,Chancha Via Circuito,Cometa,Cometa,0,0,,MERLIN - WONDERWHEEL RECORDINGS,674276555542,0,0,,,,,,,,,,,,
517,32945,Music For Cars,170313,DJ Gibs,2024-01-02,1:43:30 PM,Kate Bollinger,You At Home,You At Home,0,0,,MERLIN - Ghostly International,804297843308,0,0,,,,,,,,,,,,
518,32946,Music For Cars,170313,DJ Gibs,2024-01-02,1:46:19 PM,Som Imaginario,Os Cafezais Sem Fim,Os Cafezais Sem Fim,0,0,,Far Out Recordings,3617057686124,0,0,,,,,,,,,,,,
519,32947,Music For Cars,170313,DJ Gibs,2024-01-02,1:54:11 PM,Chris Walton,Soon,Soon,0,0,Rock,Chris Walton,859766842962,0,0,,,,,,,,,,,,
520,32948,Music For Cars,170313,DJ Gibs,2024-01-02,1:57:47 PM,Sleater-Kinney,Say It Like You Mean It,Say It Like You Mean It,0,0,,Loma Vista Recordings,00888072542860,0,0,,,,,,,,,,,,
521,32949,"WRUV 1/2/24, 2:00 PM",64581,Program Director,2024-01-02,2:00:30 PM,Dennis Brown,No Man Is An Island,No Man Is An Island,0,0,Reggae,MERLIN - Studio One,634457448612,0,0,,,,,,,,,,,,
522,32950,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:01:00 PM,Dennis Brown,No Man Is An Island,No Man Is An Island,0,0,Reggae,Studio One,634457448612,0,0,,,,,,,,,,,,
523,32951,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:04:44 PM,Jackie Mittoo,World of Love,Jah Rock Style,0,0,Reggae,Trojan,5050159930227,0,0,,,,,,,,,,,,
524,32952,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:08:20 PM,I Roy,Jamaican Colley,Can't Conquer Rasta,0,0,World,Gorgon Music / VPAL Music,196292284911,0,0,,,,,,,,,,,,
525,32953,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:10:21 PM,Jah Woosh,Meditation Dub,The Best of Jah Woosh,0,0,World,Jah Woosh,886296200450,0,0,,,,,,,,,,,,
526,32954,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:12:27 PM,Glen Washington,Rockers Nu Crackers,Most Wanted,0,0,World,VP,054645192866,0,0,0.683,0.473,0.473,-6.555,1.0,0.0553,0.0462,0.0,0.298,0.821,155.74,153240.0
527,32955,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:17:31 PM,Earl Sixteen,Malcolm X,Malcolm X / Armaggedon Time - Single,0,0,Reggae,Wild Flower / Dub Store Records,4538182505052,0,0,,,,,,,,,,,,
528,32956,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:20:19 PM,Jimmy Riley,Gun Man of J.a.,Showcase & Majority Rule,0,0,Reggae,Burning Sounds,5036436098422,0,0,,,,,,,,,,,,
529,32957,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:23:41 PM,Don Carlos,Spread Out In Dub,EP Vol 7,0,0,Reggae,ORCHARD - jackpot,5055532510256,0,0,,,,,,,,,,,,
530,32958,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:25:00 PM,Johnny Osbourne,Rock and Come On Ya (Ft. Papa Tullo),Rock And Come On Ya - Single,0,0,Reggae,Black Joy,,0,0,,,,,,,,,,,,
531,32959,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:30:47 PM,Keith Hudson,Dreader Than,Pick A Dub (Deluxe Edition),0,0,Reggae,WMG - VP Records,054645252669,0,0,,,,,,,,,,,,
532,32960,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:32:43 PM,Yabby You.King Tubbys,Plague DUB (Dub),Chantdown Babylon Kingdom King Tubbys at His Best,0,0,Reggae,Graylan Records/Reggae Exports,195755556831,0,0,,,,,,,,,,,,
533,32961,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:33:21 PM,George Whyte,Land of Our Birth,Land of Our Birth,0,0,Reggae,Human Rights,191061622086,0,0,,,,,,,,,,,,
534,32962,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:39:00 PM,Neville Brown,I Man No Follow Fashion,With The Aggrovators At Channel One Studios,0,0,Reggae,Vista,,0,0,,,,,,,,,,,,
535,32963,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:45:17 PM,Michael Prophet,Here Comes The Bride,Total Reggae: Greensleeves 40th (1977-2017),0,0,Reggae,WMG - Greensleeves Records,054645705769,0,0,,,,,,,,,,,,
536,32964,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:47:24 PM,Slim Smith,I'll Never Let Go,"Original Jamaican Classics, Vol. 2",0,0,,Studio One,634457448971,0,0,,,,,,,,,,,,
537,32965,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:50:39 PM,Slim Smith,Born To Love,Six Hardway,0,0,,Studio One,634457448971,0,0,,,,,,,,,,,,
538,32966,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:53:59 PM,Slim Smith,Let Me Go,Legend,0,0,Reggae,Gorgon Records,196292788204,0,0,,,,,,,,,,,,
539,32967,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,2:56:05 PM,Slim Smith,Conversation,50 Years Of Jamaica Reggae Collection,0,0,Reggae,ORCHARD - Attack,5055532519136,0,0,,,,,,,,,,,,
540,32968,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:02:17 PM,Errol Dunkley,Movie Star,OK Fred - The Best Of Errol Dunkley,0,0,Reggae,MERLIN - 45 RPM Records,634457477131,0,0,,,,,,,,,,,,
541,32969,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:06:00 PM,Delroy Wilson,Movie Star,Bunny Striker Lee Presents,0,0,Reggae,Reggae Champs,5060130079326,0,0,,,,,,,,,,,,
542,32970,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:09:21 PM,Cornell Campbell,Why Did You Leave,"Cornell Campbell Story, Vol 2 - Platinum Edition",0,0,Reggae,Gorgon Music / VPAL Music,196292750133,0,0,,,,,,,,,,,,
543,32971,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:13:12 PM,Cornell Campbell,Rope In,Reggae Icons Boxset Platinum Edition,0,0,Reggae,Gorgon Music / VPAL Music,196292833430,0,0,,,,,,,,,,,,
544,32972,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:15:24 PM,Cornell Campbell,Natty Dread In A Greenwich Farm,Natty Dread In A Greenwich Farm,0,0,Reggae,ORCHARD - Alexander Music Group,889176105968,0,0,0.759,0.65,0.65,-8.64,0.0,0.264,0.393,1.14e-05,0.0606,0.772,78.76,167640.0
545,32973,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:19:01 PM,Cornell Campbell,Dance in a Greenwich Farm,Dance Ina Greenwich Farm,0,0,Reggae,Gorgon Music / VPAL Music,196292820416,0,0,,,,,,,,,,,,
546,32974,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:20:45 PM,Yabby You,Beware,Beware Dub,0,0,World,Goldenlane Records,885686937884,0,0,,,,,,,,,,,,
547,32975,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:25:00 PM,Welton Irie,Give Jah The Glory,Ghetto Man Corner,0,0,Reggae,Pantomine,,0,0,,,,,,,,,,,,
548,32976,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:28:51 PM,Sylford Walker,Golden Pen,Nutin Na Gwan,0,0,Reggae,Crazy joe Records (Joe Gibbs Europe),3760121530158,0,0,,,,,,,,,,,,
549,32977,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:32:06 PM,Wailing Souls,Jah Give Us Life,The Very Best of the Wailing Souls,0,0,Reggae,Greensleeves Records,601811109960,0,0,0.76,0.568,0.568,-12.166,0.0,0.0578,0.0521,0.000932,0.0666,0.962,144.678,232440.0
550,32978,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:34:52 PM,Barrington Levy,Collie Weed,Trojan Ganja Reggae,0,0,Reggae,WMG - Trojan Records,5414939492778,0,0,,,,,,,,,,,,
551,32979,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:37:00 PM,Neville Brown,Babylon Don't Touch My Sensy,With The Aggrovators At Channel One Studios,0,0,Reggae,Vista,,0,0,,,,,,,,,,,,
552,32980,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:40:40 PM,Sugar Minott,Oh Mr. DC,"The Best of Studio One, Vol. 1",0,0,Reggae,MERLIN - Studio One,634457449381,0,0,0.794,0.479,0.479,-10.727,1.0,0.0644,0.404,0.00476,0.12,0.785,93.081,366000.0
553,32981,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:43:53 PM,Lynn Taitt & The Jets,Pressure and Slide,Rock Steady Greatest Hits,0,0,Reggae,Dub Store Records,4571179530736,0,0,,,,,,,,,,,,
554,32982,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:45:28 PM,Carlton Patterson,Doctorman Skank,Black & White in Dub,0,0,Reggae,ORCHARD - Hot Point,191018364939,0,0,,,,,,,,,,,,
555,32983,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:49:38 PM,I Roy,It Rough Down Ya,Can't Conquer Rasta,0,0,World,Gorgon Music / VPAL Music,196292284911,0,0,,,,,,,,,,,,
556,32984,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:53:01 PM,The Meditations,Life Is Not Easy,Life Is Not Easy - Single,0,0,World,Island,731452437921,0,0,,,,,,,,,,,,
557,32985,Roots Reggae & Dubwise!,66049,JAH RED,2024-01-02,3:57:51 PM,The Congos,Dont Blame It On I,"Lion Treasury, Legendary Roots Reggae Classic",0,0,Reggae,WMG - VP Records,054645421263,0,0,,,,,,,,,,,,
558,32986,A little something for everyone,169268,MF CULLY,2024-01-02,4:05:38 PM,Lee Fields,Sentimental Fool,Sentimental Fool,0,0,R&B/Soul,MERLIN - Daptone Records,634457112094,0,0,0.65,0.302,0.302,-9.424,0.0,0.0322,0.946,0.147,0.101,0.331,122.636,185773.0
559,32987,A little something for everyone,169268,MF CULLY,2024-01-02,4:08:41 PM,Astrocolor,Star Swing,Star Swing,0,0,Jazz,ORCHARD - Amelia Recordings,197187658701,0,0,,,,,,,,,,,,
560,32988,A little something for everyone,169268,MF CULLY,2024-01-02,4:12:20 PM,Pachyman,Trago Coqueto,Trago Coqueto,0,0,Reggae,ATO Records,880882588151,0,0,0.772,0.918,0.918,-5.944,1.0,0.0686,0.158,0.887,0.0212,0.93,90.973,182533.0
561,32989,A little something for everyone,169268,MF CULLY,2024-01-02,4:15:20 PM,Julian Lage,Mantra,The Layers,0,0,Jazz,UMG - Blue Note (US1A),00602448669100,0,0,,,,,,,,,,,,
562,32990,A little something for everyone,169268,MF CULLY,2024-01-02,4:24:16 PM,Portugal. The Man,Dummy,Dummy,0,0,,Atlantic Records,075679702227,0,0,0.747,0.649,0.649,-5.807,0.0,0.0419,0.0139,0.00333,0.115,0.774,91.05,145093.0
563,32991,A little something for everyone,169268,MF CULLY,2024-01-02,4:26:42 PM,Kitbash,Future Perfect - Single Version,Future Perfect/Jigsaw People,0,0,,Hot Soda Records,198087446399,0,0,0.306,0.407,0.407,-11.907,0.0,0.0304,0.0398,0.138,0.0704,0.62,173.915,252410.0
564,32992,A little something for everyone,169268,MF CULLY,2024-01-02,4:30:07 PM,Winter,sunday,sunday,0,0,,MERLIN - Bar/None Records,032862910968,0,0,,,,,,,,,,,,
565,32993,A little something for everyone,169268,MF CULLY,2024-01-02,4:34:29 PM,Charles Lloyd,Desolation Sound,Desolation Sound,0,0,Jazz,UMG - Blue Note (BLU),00602445748518,0,0,,,,,,,,,,,,
566,32994,A little something for everyone,169268,MF CULLY,2024-01-02,4:37:47 PM,Dafnis Prieto,To the Concert,Cantar,0,0,,Dafnison Music,195269179168,0,0,,,,,,,,,,,,
567,32995,A little something for everyone,169268,MF CULLY,2024-01-02,4:41:43 PM,Pond,Lights of Leeming,Lights of Leeming,0,0,Rock,MERLIN - Spinning Top Records,617308023336,0,0,0.581,0.92,0.92,-4.594,0.0,0.0385,0.00173,8.29e-06,0.125,0.834,80.021,194030.0
568,32996,A little something for everyone,169268,MF CULLY,2024-01-02,4:44:54 PM,Lucius,Dance Around It (feat. Brandi Carlile & Sheryl Crow),Dance Around It (feat. Brandi Carlile & Sheryl Crow),0,0,,MERLIN - Second Nature Records,617308022025,0,0,0.684,0.536,0.536,-7.635,1.0,0.0402,0.00165,0.0602,0.106,0.409,107.981,206637.0
569,32997,A little something for everyone,169268,MF CULLY,2024-01-02,4:48:27 PM,Dizzee Rascal,Dance Wiv Me - Radio Edit,Tongue N' Cheek (Dirtee Deluxe Edition),0,0,,Universal Music,00602527927053,0,0,0.878,0.746,0.746,-4.281,1.0,0.0451,0.0476,0.0,0.154,0.792,111.996,204093.0
570,32998,A little something for everyone,169268,MF CULLY,2024-01-02,4:52:52 PM,Supershy,Happy Music,Happy Music / Something on My Mind,0,0,Electronic,MERLIN - Beyond The Groove,5056167171560,0,0,0.777,0.737,0.737,-5.86,0.0,0.0351,0.0421,0.379,0.0265,0.891,123.993,232625.0
571,32999,A little something for everyone,169268,MF CULLY,2024-01-02,4:56:45 PM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),0,0,R&B,MERLIN - MADMCFERRIN MUSIC,617308037999,0,0,0.74,0.611,0.611,-10.842,1.0,0.0912,0.31,0.255,0.111,0.106,108.042,177402.0
572,33000,A little something for everyone,169268,MF CULLY,2024-01-02,5:00:48 PM,Takuya Kuroda,It's Okay,Midnight Crisp,0,0,Jazz,First Word Records,5050580788930,0,0,,,,,,,,,,,,
573,33001,A little something for everyone,169268,MF CULLY,2024-01-02,5:06:47 PM,Daniel Casimir,Lost,Lost,0,0,Jazz,UMG - Decca (UMO),00602445794331,0,0,,,,,,,,,,,,
574,33002,A little something for everyone,169268,MF CULLY,2024-01-02,5:12:38 PM,The Gregory Brothers,Can't Hug Every Cat,Can't Hug Every Cat,0,0,,Gregory Residence,824833004062,0,0,,,,,,,,,,,,
575,33003,A little something for everyone,169268,MF CULLY,2024-01-02,5:14:38 PM,Fever Ray,Carbon Dioxide,Carbon Dioxide,0,0,,Mute (Artist Intelligence),5060236638625,0,0,0.602,0.722,0.722,-7.721,1.0,0.0321,0.000705,0.00271,0.19,0.238,137.999,291627.0
576,33004,A little something for everyone,169268,MF CULLY,2024-01-02,5:18:45 PM,Jungle,Candle Flame,Candle Flame,0,0,Electronic,ORCHARD - Caiola Records,197188203931,0,0,0.673,0.72,0.72,-7.318,0.0,0.039,0.143,1.82e-05,0.913,0.588,123.032,174021.0
577,33005,A little something for everyone,169268,MF CULLY,2024-01-02,5:26:30 PM,The Sindecut,Stand Tall,Stand Tall,0,0,,BELIEVE - Tru Thoughts,5060609666354,0,0,,,,,,,,,,,,
578,33006,A little something for everyone,169268,MF CULLY,2024-01-02,5:30:07 PM,Marcos Valle,Freio Aerodynamico,Brazilian Love Affair 2,0,0,World,MERLIN - Jaxx Records,634457471757,0,0,,,,,,,,,,,,
579,33007,A little something for everyone,169268,MF CULLY,2024-01-02,5:36:11 PM,Mitski,Love Me More,Laurel Hell,0,0,,MERLIN - Dead Oceans,617308021394,0,0,,,,,,,,,,,,
580,33008,A little something for everyone,169268,MF CULLY,2024-01-02,5:39:46 PM,Stevie Nicks,For What It's Worth,For What It's Worth,0,0,Rock,WMG - Rhino Atlantic,603497834969,1,0,,,,,,,,,,,,
581,33009,A little something for everyone,169268,MF CULLY,2024-01-02,5:44:37 PM,Charles Earland,Mason's Galaxy,Leaving This Planet,0,0,Jazz,UMG - Prestige,00888072394889,0,0,,,,,,,,,,,,
582,33010,A little something for everyone,169268,MF CULLY,2024-01-02,5:52:01 PM,Harold López-Nussa,Tierra Mía,Timba a la Americana,0,0,Jazz,Blue Note Records,602448875211,0,0,,,,,,,,,,,,
583,33011,A little something for everyone,169268,MF CULLY,2024-01-02,5:57:53 PM,Damien Jurado,The Last Great Washington State,The Horizon Just Laughed,0,0,,Secretly Canadian,656605036564,0,0,0.632,0.255,0.255,-12.095,1.0,0.0334,0.653,0.000401,0.081,0.458,106.041,379893.0
584,33012,AM in the PM,169277,Ava P,2024-01-02,6:04:10 PM,Astrocolor,Coming Home,Moonlighting – AstroJazz Vol.1,0,0,Jazz,Amelia Recordings,197368398563,0,0,,,,,,,,,,,,
585,33013,AM in the PM,169277,Ava P,2024-01-02,6:06:53 PM,Fleetwood Mac,"Dreams - Live at the Fabulous Forum, Inglewood, CA, 08/29/77","Dreams (Live at the Fabulous Forum, Inglewood, CA 08/29/77)",0,0,Rock,Warner Records Label,603497833979,1,0,0.567,0.828,0.828,-8.441,1.0,0.0576,0.21,0.00746,0.87,0.464,125.881,248507.0
586,33014,AM in the PM,169277,Ava P,2024-01-02,6:11:01 PM,Brunch,Mental Glue,Parasocial,0,0,,Brunch Records,197629569480,0,0,0.216,0.854,0.854,-1.883,1.0,0.0477,0.273,0.0426,0.344,0.423,166.398,213002.0
587,33015,AM in the PM,169277,Ava P,2024-01-02,6:14:56 PM,Terell Stafford,Between Two Worlds,Between Two Worlds,0,0,Jazz,MERLIN - Le Coq Records,760137132233,0,0,,,,,,,,,,,,
588,33016,AM in the PM,169277,Ava P,2024-01-02,6:21:34 PM,Tall Travis,Alley-Oh,Chicken Music,0,0,Folk,Travis Records,198015325147,0,0,,,,,,,,,,,,
589,33017,AM in the PM,169277,Ava P,2024-01-02,6:24:43 PM,Arooj Aftab,Sajni,Love In Exile,0,0,Jazz,UMG - Arooj - Trio Record,00602455242587,0,0,,,,,,,,,,,,
590,33018,AM in the PM,169277,Ava P,2024-01-02,6:32:47 PM,Barrie,Races,Races,0,0,Rock,MERLIN - Winspear,606638762374,0,0,,,,,,,,,,,,
591,33019,AM in the PM,169277,Ava P,2024-01-02,6:34:58 PM,Christopher McBride,"Stand Your Ground, Pt. 2 (Confrontation)",Ramon,0,0,Jazz,DISTROKID,197547219887,0,0,0.51,0.475,0.475,-10.594,1.0,0.136,0.452,0.835,0.103,0.245,155.361,261733.0
592,33020,AM in the PM,169277,Ava P,2024-01-02,6:39:18 PM,Bruk Rogers,LDN 313,LDN 313,0,0,,BELIEVE - Tru Thoughts,5060609665715,0,0,0.753,0.74,0.74,-8.768,0.0,0.099,0.0034,0.868,0.746,0.289,125.046,288784.0
593,33021,AM in the PM,169277,Ava P,2024-01-02,6:44:13 PM,Harold López-Nussa,Funky,Funky,0,0,Jazz,UMG - Blue Note Records,00602455467027,0,0,,,,,,,,,,,,
594,33022,AM in the PM,169277,Ava P,2024-01-02,6:48:30 PM,Bonny Doon,Let There Be Music,Let There Be Music,0,0,,MERLIN - Anti/Epitaph,0045778780372,0,0,,,,,,,,,,,,
595,33023,AM in the PM,169277,Ava P,2024-01-02,6:53:12 PM,St. Paul & The Broken Bones,Sea Star,Sea Star,0,0,R&B/Soul,ATO Records / Fontana North,880882558956,0,0,,,,,,,,,,,,
596,33024,AM in the PM,169277,Ava P,2024-01-02,6:56:29 PM,Josh Ritter,For Your Soul,Sawgrass / For Your Soul,0,0,Rock,Pytheas Recordings,197187659333,0,0,,,,,,,,,,,,
597,33025,AM in the PM,169277,Ava P,2024-01-02,7:01:59 PM,Fred und Luna,Tanz mit mir,Tanz mit mir,0,0,Electronic,Compost Records,673794261362,0,0,,,,,,,,,,,,
598,33026,AM in the PM,169277,Ava P,2024-01-02,7:06:50 PM,Spoon,Sugar Babies,Sugar Babies,0,0,,MERLIN - Matador,5059638366755,0,0,0.717,0.9,0.9,-7.416,0.0,0.0549,0.165,0.0469,0.157,0.833,90.774,345871.0
599,33027,AM in the PM,169277,Ava P,2024-01-02,7:12:40 PM,The Discussions,The Jogger,Past Patterns,0,0,Jazz,Voltage Controlled Life,197271084539,0,0,,,,,,,,,,,,
